correct_word,misspelling,error_type,source
achieve,acheve,deletion,birkbeck
achieve,achi,deletion,birkbeck
achieved,accheived,insertion,birkbeck
achieved,acheived,transposition,birkbeck
achieved,acieved,deletion,birkbeck
achievement,achei,deletion,birkbeck
achievement,acheivement,transposition,birkbeck
aching,acheing,insertion,birkbeck
acknowledge,acknoledge,deletion,birkbeck
acknowledgement,accknoldge,deletion,birkbeck
acknowledgement,accknowledgement,insertion,birkbeck
acknowledgement,accknowledgment,substitution,birkbeck
acknowledgement,accknowlegment,deletion,birkbeck
acknowledgement,accoldment,deletion,birkbeck
acknowledgement,accolegement,deletion,birkbeck
acknowledgement,accomnoltion,deletion,birkbeck
acknowledgement,aceknowledgement,insertion,birkbeck
acknowledgement,acknoldge,deletion,birkbeck
acknowledgement,acknoledgement,deletion,birkbeck
acknowledgement,acknoledgment,deletion,birkbeck
acknowledgement,acknoledgmet,deletion,birkbeck
acknowledgement,acknolegment,deletion,birkbeck
acknowledgement,acknowayment,deletion,birkbeck
acknowledgement,acknowedgement,deletion,birkbeck
acknowledgement,acknowedgment,deletion,birkbeck
acknowledgement,acknowelgement,deletion,birkbeck
acknowledgement,acknowldment,deletion,birkbeck
acknowledgement,acknowledement,deletion,birkbeck
acknowledgement,acknowledge,deletion,birkbeck
acknowledgement,acknowledging,deletion,birkbeck
acknowledgement,acknowledgment,deletion,birkbeck
acknowledgement,acknowledment,deletion,birkbeck
acknowledgement,acknowlegdement,transposition,birkbeck
acknowledgement,acknowlegement,deletion,birkbeck
acknowledgement,acknowlegment,deletion,birkbeck
acknowledgement,acknowlment,deletion,birkbeck
acknowledgement,ackolejement,deletion,birkbeck
acknowledgement,ackouledge,deletion,birkbeck
acknowledgement,ackownledgement,substitution,birkbeck
acknowledgement,acnoldgement,deletion,birkbeck
acknowledgement,acnoledgement,deletion,birkbeck
acknowledgement,acnolegment,deletion,birkbeck
acknowledgement,acnologement,deletion,birkbeck
acknowledgement,acnowledgment,deletion,birkbeck
acknowledgement,acquig,deletion,birkbeck
acknowledgement,actknowlegment,deletion,birkbeck
acknowledgement,agnowlegment,deletion,birkbeck
acknowledgement,aknowledgement,deletion,birkbeck
acknowledgement,aknowledgment,deletion,birkbeck
acknowledgement,aknowlege,deletion,birkbeck
acknowledgement,aqnowledgment,deletion,birkbeck
acknowledgement,ecknowledgement,substitution,birkbeck
acknowledgement,ecknowledgment,deletion,birkbeck
acknowledgement,exconolidiemet,deletion,birkbeck
acknowledgement,exnowledgment,deletion,birkbeck
acknowledgement,knowledgement,deletion,birkbeck
acknowledging,accknowledging,insertion,birkbeck
acknowledging,accnoledgin,deletion,birkbeck
acknowledging,accnolegde,deletion,birkbeck
acknowledging,acknodgling,deletion,birkbeck
acknowledging,acknoldeing,deletion,birkbeck
acknowledging,acknoldge,deletion,birkbeck
acknowledging,acknoledging,deletion,birkbeck
acknowledging,acknolgeing,deletion,birkbeck
acknowledging,acknolidge,deletion,birkbeck
acknowledging,acknolleging,deletion,birkbeck
acknowledging,acknologing,deletion,birkbeck
acknowledging,acknowedge,deletion,birkbeck
acknowledging,acknowedging,deletion,birkbeck
acknowledging,acknowing,deletion,birkbeck
acknowledging,acknowkling,deletion,birkbeck
acknowledging,acknowladging,substitution,birkbeck
acknowledging,acknowldging,deletion,birkbeck
acknowledging,acknowlding,deletion,birkbeck
acknowledging,acknowleckging,insertion,birkbeck
acknowledging,acknowledeing,substitution,birkbeck
acknowledging,acknowledge,deletion,birkbeck
acknowledging,acknowledgeing,insertion,birkbeck
acknowledging,acknowledgly,deletion,birkbeck
acknowledging,acknowledgment,insertion,birkbeck
acknowledging,acknowleding,deletion,birkbeck
acknowledging,acknowleging,deletion,birkbeck
acknowledging,acknowlging,deletion,birkbeck
acknowledging,acknowliging,deletion,birkbeck
acknowledging,acknowling,deletion,birkbeck
acknowledging,acknowloding,deletion,birkbeck
acknowledging,acknownlegeing,insertion,birkbeck
acknowledging,aclongaly,deletion,birkbeck
acknowledging,acnolagaling,deletion,birkbeck
acknowledging,actknowledge,deletion,birkbeck
acknowledging,aknowledging,deletion,birkbeck
acknowledging,alknowgding,deletion,birkbeck
acknowledging,anackledge,deletion,birkbeck
acknowledging,ecknoligging,deletion,birkbeck
acknowledging,ecknowledging,substitution,birkbeck
acknowledging,ecknowlging,deletion,birkbeck
acknowledging,ecnowledging,deletion,birkbeck
acknowledging,ecnuliging,deletion,birkbeck
acknowledging,ecolinegly,deletion,birkbeck
acknowledging,ecomodyley,deletion,birkbeck
acknowledging,egnoliging,deletion,birkbeck
acquaint,aquaint,deletion,birkbeck
acquaintance,accountance,deletion,birkbeck
acquaintance,accquaintance,insertion,birkbeck
acquaintance,accquaintence,insertion,birkbeck
acquaintance,accquance,deletion,birkbeck
acquaintance,accquantence,substitution,birkbeck
acquaintance,accquantience,insertion,birkbeck
acquaintance,accquantince,substitution,birkbeck
acquaintance,accquatance,deletion,birkbeck
acquaintance,accquiantance,insertion,birkbeck
acquaintance,accuaintance,substitution,birkbeck
acquaintance,accuanteance,substitution,birkbeck
acquaintance,accuntence,deletion,birkbeck
acquaintance,ackquaintance,insertion,birkbeck
acquaintance,ackquanting,deletion,birkbeck
acquaintance,ackquitence,deletion,birkbeck
acquaintance,ackwaintance,substitution,birkbeck
acquaintance,acqauntance,deletion,birkbeck
acquaintance,acquaince,deletion,birkbeck
acquaintance,acquainenec,deletion,birkbeck
acquaintance,acquaint,deletion,birkbeck
acquaintance,acquaintaince,insertion,birkbeck
acquaintance,acquainted,deletion,birkbeck
acquaintance,acquaintence,substitution,birkbeck
acquaintance,acquaintiance,insertion,birkbeck
acquaintance,acquaints,deletion,birkbeck
acquaintance,acquaitance,deletion,birkbeck
acquaintance,acquance,deletion,birkbeck
acquaintance,acquanitence,substitution,birkbeck
acquaintance,acquantance,deletion,birkbeck
acquaintance,acquantants,deletion,birkbeck
acquaintance,acquantenc,deletion,birkbeck
acquaintance,acquantence,deletion,birkbeck
acquaintance,acquantiance,substitution,birkbeck
acquaintance,acquantice,deletion,birkbeck
acquaintance,acquantience,substitution,birkbeck
acquaintance,acquatience,deletion,birkbeck
acquaintance,acquiance,deletion,birkbeck
acquaintance,acquiantance,transposition,birkbeck
acquaintance,acqunatince,deletion,birkbeck
acquaintance,acquontence,deletion,birkbeck
acquaintance,acuquontence,substitution,birkbeck
acquaintance,aqquaintance,substitution,birkbeck
acquaintance,aqquantance,deletion,birkbeck
acquaintance,aquaintance,deletion,birkbeck
acquaintance,aquainted,deletion,birkbeck
acquaintance,aquaintence,deletion,birkbeck
acquaintance,aquaintents,deletion,birkbeck
acquaintance,aquaints,deletion,birkbeck
acquaintance,aquanitance,deletion,birkbeck
acquaintance,aquantaince,deletion,birkbeck
acquaintance,aquantance,deletion,birkbeck
acquaintance,aquantience,deletion,birkbeck
acquaintance,aquatance,deletion,birkbeck
acquaintance,aqucuntance,deletion,birkbeck
acquaintance,aquentance,deletion,birkbeck
acquaintance,aquentence,deletion,birkbeck
acquaintance,atquantes,deletion,birkbeck
acquaintance,occquance,deletion,birkbeck
acquaintances,aquantences,deletion,birkbeck
acquainted,aquainted,deletion,birkbeck
acquiesce,aquiese,deletion,birkbeck
acquiescence,acquiesence,deletion,birkbeck
acquire,aquire,deletion,birkbeck
acquisition,aquisistion,substitution,birkbeck
acre,accour,insertion,birkbeck
acre,acer,transposition,birkbeck
acre,acher,insertion,birkbeck
across,accross,insertion,birkbeck
across,acroos,substitution,birkbeck
across,acros,deletion,birkbeck
act,akt,substitution,birkbeck
act,at,deletion,birkbeck
acting,actting,insertion,birkbeck
active,acttive,insertion,birkbeck
actively,activally,insertion,birkbeck
activities,activerties,insertion,birkbeck
activities,activeties,substitution,birkbeck
activities,activites,deletion,birkbeck
activities,activitys,deletion,birkbeck
acts,acks,substitution,birkbeck
actual,actuall,insertion,birkbeck
actual,actural,insertion,birkbeck
actually,acarly,deletion,birkbeck
actually,accle,deletion,birkbeck
actually,accolliy,substitution,birkbeck
actually,accotly,deletion,birkbeck
actually,acctaly,deletion,birkbeck
actually,acctually,insertion,birkbeck
actually,acctuly,deletion,birkbeck
actually,accualy,deletion,birkbeck
actually,accutualy,insertion,birkbeck
actually,acely,deletion,birkbeck
actually,acerle,deletion,birkbeck
actually,acerly,deletion,birkbeck
actually,achauly,deletion,birkbeck
actually,ache,deletion,birkbeck
actually,acheliy,deletion,birkbeck
actually,achely,deletion,birkbeck
actually,acherly,deletion,birkbeck
actually,achertily,insertion,birkbeck
actually,achly,deletion,birkbeck
actually,acile,deletion,birkbeck
actually,acitler,deletion,birkbeck
actually,ackchely,substitution,birkbeck
actually,ackle,deletion,birkbeck
actually,ackturly,substitution,birkbeck
actually,acocly,deletion,birkbeck
actually,acoly,deletion,birkbeck
actually,acorll,deletion,birkbeck
actually,acsha,deletion,birkbeck
actually,acshorly,substitution,birkbeck
actually,actally,deletion,birkbeck
actually,actarlly,substitution,birkbeck
actually,acterly,deletion,birkbeck
actually,acthally,substitution,birkbeck
actually,actherly,substitution,birkbeck
actually,acting,deletion,birkbeck
actually,actioally,insertion,birkbeck
actually,acttully,substitution,birkbeck
actually,actualy,deletion,birkbeck
actually,actuley,deletion,birkbeck
actually,actully,deletion,birkbeck
actually,actuly,deletion,birkbeck
actually,actuoly,deletion,birkbeck
actually,acturally,insertion,birkbeck
actually,actyeley,substitution,birkbeck
actually,acually,deletion,birkbeck
actually,acuatly,deletion,birkbeck
actually,acuely,deletion,birkbeck
actually,acully,deletion,birkbeck
actually,aculy,deletion,birkbeck
actually,acusley,deletion,birkbeck
actually,acwtly,deletion,birkbeck
actually,aflly,deletion,birkbeck
actually,aherley,deletion,birkbeck
actually,akhly,deletion,birkbeck
actually,aksualy,deletion,birkbeck
actually,aktuly,deletion,birkbeck
actually,alashed,deletion,birkbeck
actually,albee,deletion,birkbeck
actually,alshel,deletion,birkbeck
actually,aole,deletion,birkbeck
actually,as,deletion,birkbeck
actually,ashly,deletion,birkbeck
actually,asiley,deletion,birkbeck
actually,askly,deletion,birkbeck
actually,asl,deletion,birkbeck
actually,asley,deletion,birkbeck
actually,asluy,deletion,birkbeck
actually,at,deletion,birkbeck
actually,atally,deletion,birkbeck
actually,atant,deletion,birkbeck
actually,atchually,insertion,birkbeck
actually,atcsualy,substitution,birkbeck
actually,aterly,deletion,birkbeck
actually,ats,deletion,birkbeck
actually,attually,substitution,birkbeck
actually,attualy,deletion,birkbeck
actually,atul,deletion,birkbeck
actually,atully,deletion,birkbeck
actually,atwgel,deletion,birkbeck
actually,auctully,substitution,birkbeck
actually,axally,deletion,birkbeck
actually,axeshowle,insertion,birkbeck
actually,axly,deletion,birkbeck
actually,axsherly,substitution,birkbeck
actually,cofelet,deletion,birkbeck
actually,ecturenely,insertion,birkbeck
actually,eslin,deletion,birkbeck
actually,excually,substitution,birkbeck
adaptability,adaptibility,substitution,birkbeck
adaptable,adabtable,substitution,birkbeck
adaptation,adeptation,substitution,birkbeck
add,ad,deletion,birkbeck
add,ade,substitution,birkbeck
addition,additon,deletion,birkbeck
addition,addittion,insertion,birkbeck
addition,addtion,deletion,birkbeck
additional,addional,deletion,birkbeck
additional,additonal,deletion,birkbeck
address,adress,deletion,birkbeck
addressable,addresable,deletion,birkbeck
addressed,adressed,deletion,birkbeck
addresses,adresses,deletion,birkbeck
adequate,accoquict,insertion,birkbeck
adequate,actiquate,insertion,birkbeck
adequate,adaquat,deletion,birkbeck
adequate,adaquate,substitution,birkbeck
adequate,adaquet,deletion,birkbeck
adequate,adaquit,deletion,birkbeck
adequate,adccuet,deletion,birkbeck
adequate,addaquant,insertion,birkbeck
adequate,addeqcouate,insertion,birkbeck
adequate,addequake,insertion,birkbeck
adequate,addequite,insertion,birkbeck
adequate,adderquate,insertion,birkbeck
adequate,addict,deletion,birkbeck
adequate,addiequiet,insertion,birkbeck
adequate,addifite,substitution,birkbeck
adequate,addiquate,insertion,birkbeck
adequate,addiquit,substitution,birkbeck
adequate,addiqute,substitution,birkbeck
adequate,addquit,deletion,birkbeck
adequate,adecquect,insertion,birkbeck
adequate,adegate,deletion,birkbeck
adequate,adeqake,deletion,birkbeck
adequate,adequait,substitution,birkbeck
adequate,adequante,insertion,birkbeck
adequate,adequeat,substitution,birkbeck
adequate,adequet,deletion,birkbeck
adequate,adequete,substitution,birkbeck
adequate,adequette,insertion,birkbeck
adequate,adequit,deletion,birkbeck
adequate,adequite,substitution,birkbeck
adequate,adgat,deletion,birkbeck
adequate,adicivat,substitution,birkbeck
adequate,adicquate,insertion,birkbeck
adequate,adictract,insertion,birkbeck
adequate,adigute,deletion,birkbeck
adequate,adiquate,substitution,birkbeck
adequate,adiqueate,insertion,birkbeck
adequate,adiquit,deletion,birkbeck
adequate,adiquite,substitution,birkbeck
adequate,adiqut,deletion,birkbeck
adequate,adoqate,deletion,birkbeck
adequate,adquante,substitution,birkbeck
adequate,adquate,deletion,birkbeck
adequate,adquated,substitution,birkbeck
adequate,adquit,deletion,birkbeck
adequate,adquites,substitution,birkbeck
adequate,aduquote,substitution,birkbeck
adequate,arguait,deletion,birkbeck
adequate,atiquit,deletion,birkbeck
adequate,attaquit,substitution,birkbeck
adequate,attiquict,insertion,birkbeck
adequate,atuqut,deletion,birkbeck
adequate,edequait,substitution,birkbeck
adequate,ediquate,substitution,birkbeck
adequate,ediquet,deletion,birkbeck
adequate,ediquit,deletion,birkbeck
adequate,ediquitt,substitution,birkbeck
adequate,ediqutte,substitution,birkbeck
adequate,etiquette,insertion,birkbeck
adequate,etiquit,deletion,birkbeck
adequately,adaquately,substitution,birkbeck
adequately,adequattly,substitution,birkbeck
adheres,adhere,deletion,birkbeck
adjacent,adjacnt,deletion,birkbeck
adjacent,ajacent,deletion,birkbeck
adjourned,achered,deletion,birkbeck
adjourned,acjjoriened,insertion,birkbeck
adjourned,addjurned,substitution,birkbeck
adjourned,adgerned,deletion,birkbeck
adjourned,adjern,deletion,birkbeck
adjourned,adjerned,deletion,birkbeck
adjourned,adjoined,deletion,birkbeck
adjourned,adjorened,substitution,birkbeck
adjourned,adjorn,deletion,birkbeck
adjourned,adjorned,deletion,birkbeck
adjourned,adjouirned,insertion,birkbeck
adjourned,adjouned,deletion,birkbeck
adjourned,adjoured,deletion,birkbeck
adjourned,adjourn,deletion,birkbeck
adjourned,adjournaled,insertion,birkbeck
adjourned,adjurden,deletion,birkbeck
adjourned,adjurend,deletion,birkbeck
adjourned,adjurion,deletion,birkbeck
adjourned,adjurn,deletion,birkbeck
adjourned,adjurned,deletion,birkbeck
adjourned,adyerned,deletion,birkbeck
adjourned,agerm,deletion,birkbeck
adjourned,agreened,deletion,birkbeck
adjourned,aguran,deletion,birkbeck
adjourned,ajormed,deletion,birkbeck
adjourned,ajorn,deletion,birkbeck
adjourned,ajorned,deletion,birkbeck
adjourned,ajourn,deletion,birkbeck
adjourned,ajourned,deletion,birkbeck
adjourned,ajumede,deletion,birkbeck
adjourned,ajuned,deletion,birkbeck
adjourned,ajurend,deletion,birkbeck
adjourned,ajurened,deletion,birkbeck
adjourned,ajurin,deletion,birkbeck
adjournment,adjurnment,deletion,birkbeck
adjust,ajust,deletion,birkbeck
administered,admiistered,deletion,birkbeck
administration,addministration,insertion,birkbeck
administration,adminstration,deletion,birkbeck
admire,addmire,insertion,birkbeck
admissible,admissable,substitution,birkbeck
admission,addmission,insertion,birkbeck
admit,admite,insertion,birkbeck
admitted,abmeteb,deletion,birkbeck
admitted,abmitt,deletion,birkbeck
admitted,addmeted,substitution,birkbeck
admitted,addmited,substitution,birkbeck
admitted,addmitid,substitution,birkbeck
admitted,addmitted,insertion,birkbeck
admitted,addmittid,insertion,birkbeck
admitted,admerited,insertion,birkbeck
admitted,admetid,deletion,birkbeck
admitted,admetted,substitution,birkbeck
admitted,admied,deletion,birkbeck
admitted,admitd,deletion,birkbeck
admitted,admited,deletion,birkbeck
admitted,admitid,deletion,birkbeck
admitted,admitten,substitution,birkbeck
admitted,amernt,deletion,birkbeck
admitted,amit,deletion,birkbeck
admitted,amitted,deletion,birkbeck
admitted,atmited,deletion,birkbeck
admitted,omitted,deletion,birkbeck
admitting,admiting,deletion,birkbeck
adopt,adobt,substitution,birkbeck
adopted,addopted,insertion,birkbeck
adult,addult,insertion,birkbeck
advance,addvance,insertion,birkbeck
advance,at,deletion,birkbeck
advanced,advansed,substitution,birkbeck
advantage,addvantage,insertion,birkbeck
advantage,advanage,deletion,birkbeck
advantage,advanched,substitution,birkbeck
advantage,advantag,deletion,birkbeck
advantage,advatige,deletion,birkbeck
advantage,adventagus,insertion,birkbeck
advantage,advetch,deletion,birkbeck
advantage,advrtoged,substitution,birkbeck
advantage,aratie,deletion,birkbeck
advantage,audvantch,substitution,birkbeck
advantage,av,deletion,birkbeck
advantage,avanged,deletion,birkbeck
advantage,avigd,deletion,birkbeck
advantage,avtegen,deletion,birkbeck
advantage,efceh,deletion,birkbeck
advantage,enrch,deletion,birkbeck
advantage,ertge,deletion,birkbeck
advantage,evendis,deletion,birkbeck
advantage,invege,deletion,birkbeck
advantageous,advantageos,deletion,birkbeck
advantageous,advantagous,deletion,birkbeck
adventure,aventure,deletion,birkbeck
adventurous,adventerous,substitution,birkbeck
advertise,advertize,substitution,birkbeck
advertise,advitise,deletion,birkbeck
advertised,advotised,deletion,birkbeck
advertisement,advertisment,deletion,birkbeck
advertising,advertiseing,insertion,birkbeck
advice,advise,substitution,birkbeck
advisable,adviseable,insertion,birkbeck
advisable,advisible,substitution,birkbeck
advise,advice,substitution,birkbeck
advised,adviced,substitution,birkbeck
aeroplane,aearoplane,insertion,birkbeck
aeroplane,aenoenplane,insertion,birkbeck
aeroplane,aeoroplane,insertion,birkbeck
aeroplane,aeplan,deletion,birkbeck
aeroplane,aereoplane,insertion,birkbeck
aeroplane,aerplana,deletion,birkbeck
aeroplane,air plane,substitution,birkbeck
aeroplane,aira plan,substitution,birkbeck
aeroplane,airaplane,substitution,birkbeck
aeroplane,aireplane,substitution,birkbeck
aeroplane,airoplan,deletion,birkbeck
aeroplane,airoplane,substitution,birkbeck
aeroplane,airplan,deletion,birkbeck
aeroplane,airplane,deletion,birkbeck
aeroplane,areapanle,substitution,birkbeck
aeroplane,areaplane,substitution,birkbeck
aeroplane,areoplane,transposition,birkbeck
aeroplane,arepain,deletion,birkbeck
aeroplane,arepalane,substitution,birkbeck
aeroplane,areplane,deletion,birkbeck
aeroplane,arinlan,deletion,birkbeck
aeroplane,arioplan,deletion,birkbeck
aeroplane,aroeplane,substitution,birkbeck
aeroplane,aroplane,deletion,birkbeck
aeroplane,aroplaned,substitution,birkbeck
aeroplane,arpa,deletion,birkbeck
aeroplane,arplane,deletion,birkbeck
aeroplane,earoplane,transposition,birkbeck
aeroplane,earoplanes,insertion,birkbeck
aeroplane,eiroplane,substitution,birkbeck
aeroplane,eoroplane,substitution,birkbeck
aeroplane,ereplun,deletion,birkbeck
aeroplane,oroplane,deletion,birkbeck
aeroplane,plane,deletion,birkbeck
affair,afair,deletion,birkbeck
affect,effect,substitution,birkbeck
affection,afection,deletion,birkbeck
affectionate,afectanant,deletion,birkbeck
affectionate,afectantent,deletion,birkbeck
affectionate,afectinite,deletion,birkbeck
affectionate,afectionate,deletion,birkbeck
affectionate,afectionet,deletion,birkbeck
affectionate,affactionate,substitution,birkbeck
affectionate,affctonote,deletion,birkbeck
affectionate,affecant,deletion,birkbeck
affectionate,affecconiate,substitution,birkbeck
affectionate,affecianate,deletion,birkbeck
affectionate,affecient,deletion,birkbeck
affectionate,affecilation,substitution,birkbeck
affectionate,affecionate,deletion,birkbeck
affectionate,affecitionate,insertion,birkbeck
affectionate,affectanate,deletion,birkbeck
affectionate,affectantly,deletion,birkbeck
affectionate,affecte,deletion,birkbeck
affectionate,affectened,deletion,birkbeck
affectionate,affectimate,deletion,birkbeck
affectionate,affectinate,deletion,birkbeck
affectionate,affectinutate,insertion,birkbeck
affectionate,affection,deletion,birkbeck
affectionate,affectionant,substitution,birkbeck
affectionate,affectionately,insertion,birkbeck
affectionate,affectionatte,insertion,birkbeck
affectionate,affectioned,deletion,birkbeck
affectionate,affectionet,deletion,birkbeck
affectionate,affectionnate,insertion,birkbeck
affectionate,affectionnet,substitution,birkbeck
affectionate,affectionote,substitution,birkbeck
affectionate,affectionute,substitution,birkbeck
affectionate,affectnent,deletion,birkbeck
affectionate,affectnet,deletion,birkbeck
affectionate,affectonate,deletion,birkbeck
affectionate,affectunate,deletion,birkbeck
affectionate,affectutate,deletion,birkbeck
affectionate,afference,deletion,birkbeck
affectionate,afficinate,deletion,birkbeck
affectionate,affictionately,insertion,birkbeck
affectionate,affionate,deletion,birkbeck
affectionate,avetiont,deletion,birkbeck
affectionate,effecinate,deletion,birkbeck
affectionate,effecionate,deletion,birkbeck
affectionate,effection,deletion,birkbeck
affectionate,effectionate,substitution,birkbeck
affectionate,efficinate,deletion,birkbeck
affectionate,effictent,deletion,birkbeck
affectionately,adfectonly,deletion,birkbeck
affectionately,adviciantly,deletion,birkbeck
affectionately,afechanty,deletion,birkbeck
affectionately,afeciantly,deletion,birkbeck
affectionately,afecsanly,deletion,birkbeck
affectionately,afectiely,deletion,birkbeck
affectionately,afectionaly,deletion,birkbeck
affectionately,afectionately,deletion,birkbeck
affectionately,afectionly,deletion,birkbeck
affectionately,afectiontly,deletion,birkbeck
affectionately,afectoinly,deletion,birkbeck
affectionately,afettusly,deletion,birkbeck
affectionately,afexsionly,deletion,birkbeck
affectionately,afextenatly,deletion,birkbeck
affectionately,affacionatly,deletion,birkbeck
affectionately,affactionately,substitution,birkbeck
affectionately,affecantly,deletion,birkbeck
affectionately,affecentalaly,deletion,birkbeck
affectionately,affecentally,deletion,birkbeck
affectionately,affecesionly,deletion,birkbeck
affectionately,affecianly,deletion,birkbeck
affectionately,affecionately,deletion,birkbeck
affectionately,affecionatly,deletion,birkbeck
affectionately,affecionetally,substitution,birkbeck
affectionately,affeconatly,deletion,birkbeck
affectionately,affectconley,deletion,birkbeck
affectionately,affectianetly,deletion,birkbeck
affectionately,affectinalety,deletion,birkbeck
affectionately,affectinally,deletion,birkbeck
affectionately,affectinatly,deletion,birkbeck
affectionately,affectintly,deletion,birkbeck
affectionately,affectionally,deletion,birkbeck
affectionately,affectionaly,deletion,birkbeck
affectionately,affectionantly,substitution,birkbeck
affectionately,affectionatley,transposition,birkbeck
affectionately,affectionatly,deletion,birkbeck
affectionately,affectionely,deletion,birkbeck
affectionately,affectionently,substitution,birkbeck
affectionately,affectionetely,substitution,birkbeck
affectionately,affectionetly,deletion,birkbeck
affectionately,affectionlatly,substitution,birkbeck
affectionately,affectionly,deletion,birkbeck
affectionately,affectionsly,deletion,birkbeck
affectionately,affectiontlly,deletion,birkbeck
affectionately,affectonatly,deletion,birkbeck
affectionately,affectsolutely,substitution,birkbeck
affectionately,affectually,deletion,birkbeck
affectionately,affectuantly,deletion,birkbeck
affectionately,affectunatly,deletion,birkbeck
affectionately,affectunely,deletion,birkbeck
affectionately,affedirtly,deletion,birkbeck
affectionately,affestionatly,deletion,birkbeck
affectionately,affetchently,deletion,birkbeck
affectionately,afficiantly,deletion,birkbeck
affectionately,afficionately,deletion,birkbeck
affectionately,affictiratly,deletion,birkbeck
affectionately,affientially,deletion,birkbeck
affectionately,affinalty,deletion,birkbeck
affectionately,affionetly,deletion,birkbeck
affectionately,affoxintly,deletion,birkbeck
affectionately,afichnly,deletion,birkbeck
affectionately,afictionaelly,deletion,birkbeck
affectionately,afshionely,deletion,birkbeck
affectionately,afuectionly,deletion,birkbeck
affectionately,arrectsorately,substitution,birkbeck
affectionately,atec,deletion,birkbeck
affectionately,efe,deletion,birkbeck
affectionately,efecionly,deletion,birkbeck
affectionately,efectionally,deletion,birkbeck
affectionately,efectionatly,deletion,birkbeck
affectionately,efectionly,deletion,birkbeck
affectionately,efectiontily,deletion,birkbeck
affectionately,efectuionally,deletion,birkbeck
affectionately,efetchaly,deletion,birkbeck
affectionately,efexchonetly,deletion,birkbeck
affectionately,effecinately,deletion,birkbeck
affectionately,effecitenly,deletion,birkbeck
affectionately,effectally,deletion,birkbeck
affectionately,effectently,deletion,birkbeck
affectionately,effectiantly,deletion,birkbeck
affectionately,effectinly,deletion,birkbeck
affectionately,effectionally,deletion,birkbeck
affectionately,effectionately,substitution,birkbeck
affectionately,effectionatly,deletion,birkbeck
affectionately,effectionly,deletion,birkbeck
affectionately,effectually,deletion,birkbeck
affectionately,effextionally,deletion,birkbeck
affectionately,efficantily,deletion,birkbeck
affectionately,efficently,deletion,birkbeck
affectionately,effureily,deletion,birkbeck
affectionately,evectially,deletion,birkbeck
affectionately,exeverly,deletion,birkbeck
affectionately,exfecinly,deletion,birkbeck
affectionately,exfectionaley,deletion,birkbeck
affectionately,exfectionly,deletion,birkbeck
affectionately,exfectoboly,deletion,birkbeck
affectionately,exfetetally,deletion,birkbeck
affectionately,exfexily,deletion,birkbeck
affectionately,exfishely,deletion,birkbeck
affectionately,unfectionatley,substitution,birkbeck
affects,affets,deletion,birkbeck
affects,effects,substitution,birkbeck
affidavit,Affi David,insertion,birkbeck
affidavit,Afi David,substitution,birkbeck
affidavit,acavated,deletion,birkbeck
affidavit,adivide,deletion,birkbeck
affidavit,afadafit,deletion,birkbeck
affidavit,afadant,deletion,birkbeck
affidavit,afadated,deletion,birkbeck
affidavit,afadavate,substitution,birkbeck
affidavit,afadaviate,insertion,birkbeck
affidavit,afadavid,deletion,birkbeck
affidavit,afadavide,substitution,birkbeck
affidavit,afadavit,deletion,birkbeck
affidavit,afadiadid,substitution,birkbeck
affidavit,afadiatet,substitution,birkbeck
affidavit,afadivite,substitution,birkbeck
affidavit,afaedaviate,insertion,birkbeck
affidavit,afardivient,insertion,birkbeck
affidavit,afatait,deletion,birkbeck
affidavit,afdavit,deletion,birkbeck
affidavit,afdiodave,substitution,birkbeck
affidavit,afedative,substitution,birkbeck
affidavit,afedaved,deletion,birkbeck
affidavit,afedavit,deletion,birkbeck
affidavit,afefedavid,insertion,birkbeck
affidavit,affa dava,substitution,birkbeck
affidavit,affadapfed,insertion,birkbeck
affidavit,affadavat,substitution,birkbeck
affidavit,affadavate,insertion,birkbeck
affidavit,affadavid,substitution,birkbeck
affidavit,affadavit,substitution,birkbeck
affidavit,affadavite,insertion,birkbeck
affidavit,affadivate,insertion,birkbeck
affidavit,affadivid,substitution,birkbeck
affidavit,affadivit,transposition,birkbeck
affidavit,affadvit,deletion,birkbeck
affidavit,affaidivit,insertion,birkbeck
affidavit,affavidate,insertion,birkbeck
affidavit,affavidit,substitution,birkbeck
affidavit,affdated,deletion,birkbeck
affidavit,affdavit,deletion,birkbeck
affidavit,affedaivite,insertion,birkbeck
affidavit,affedated,substitution,birkbeck
affidavit,affedave,deletion,birkbeck
affidavit,affedaved,substitution,birkbeck
affidavit,affedavid,substitution,birkbeck
affidavit,affedavit,substitution,birkbeck
affidavit,affedit,deletion,birkbeck
affidavit,affevivat,substitution,birkbeck
affidavit,affi-davit,insertion,birkbeck
affidavit,affiadait,substitution,birkbeck
affidavit,affiavate,substitution,birkbeck
affidavit,affidafet,substitution,birkbeck
affidavit,affidait,deletion,birkbeck
affidavit,affidaphet,insertion,birkbeck
affidavit,affidate,deletion,birkbeck
affidavit,affidated,substitution,birkbeck
affidavit,affidatet,substitution,birkbeck
affidavit,affidavat,substitution,birkbeck
affidavit,affidavate,insertion,birkbeck
affidavit,affidaved,substitution,birkbeck
affidavit,affidavent,insertion,birkbeck
affidavit,affidavid,substitution,birkbeck
affidavit,affidavidit,insertion,birkbeck
affidavit,affidavite,insertion,birkbeck
affidavit,affidavited,insertion,birkbeck
affidavit,affided,deletion,birkbeck
affidavit,affidevit,substitution,birkbeck
affidavit,affidivat,transposition,birkbeck
